age,worms,study_id,study_type,year,age_class
21.7575703488502,199,1,1,1985,4
20.6961966058715,183,1,1,1985,4
22.5154290462211,106,1,1,1985,4
26.3089196320014,200,1,1,1985,4
22.9375569617267,197,1,1,1985,4
22.0982113919789,200,1,1,1985,4
28.6647030358012,387,1,1,1985,4
28.345657790983,365,1,1,1985,4
20.6867994574232,399,1,1,1985,4
26.6565703796056,1931,1,1,1985,4
28.7107752663889,2037,1,1,1985,4
22.4708504043897,2063,1,1,1985,4
27.110651713558,2017,1,1,1985,4
20.5922446893776,1964,1,1,1985,4
37.4730164658633,0,1,1,1985,5
37.8159101945224,0,1,1,1985,5
34.0784498338917,0,1,1,1985,5
39.145969053387,48,1,1,1985,5
33.3290006355503,18,1,1,1985,5
39.4827321410711,44,1,1,1985,5
34.4121727883458,9,1,1,1985,5
37.2311808491577,8,1,1,1985,5
36.3242171449323,25,1,1,1985,5
30.9043330274594,40,1,1,1985,5
36.8845476406029,30,1,1,1985,5
33.7015782581126,68,1,1,1985,5
39.3032083216698,106,1,1,1985,5
39.4814960593962,132,1,1,1985,5
31.242611017881,167,1,1,1985,5
31.162787896533,102,1,1,1985,5
35.343249110156,155,1,1,1985,5
37.1108329874421,378,1,1,1985,5
35.2213546542422,390,1,1,1985,5
32.6447029487856,396,1,1,1985,5
35.2931962322941,1172,1,1,1985,5
31.1598712256161,1149,1,1,1985,5
33.6976881836484,1068,1,1,1985,5
30.9270965159629,1442,1,1,1985,5
36.7764600178083,1131,1,1,1985,5
50.1047166218785,0,1,1,1985,7
41.4040736651743,0,1,1,1985,6
50.2549069001454,0,1,1,1985,7
49.2324923795139,6,1,1,1985,6
40.8338302724897,3,1,1,1985,6
41.9545303662818,1,1,1,1985,6
42.9760527698535,1,1,1,1985,6
49.2082239537131,4,1,1,1985,6
40.5210394698409,48,1,1,1985,6
48.8879401603888,1,1,1,1985,6
42.5246051337134,1,1,1,1985,6
44.4609430087206,7,1,1,1985,6
46.7818798485769,2,1,1,1985,6
49.1100376225579,51,1,1,1985,6
49.4264246581903,51,1,1,1985,6
47.4539869491424,51,1,1,1985,6
44.9330284183359,125,1,1,1985,6
42.9255778270017,127,1,1,1985,6
49.8171150041415,395,1,1,1985,6
42.03650454569,278,1,1,1985,6
41.9255025291446,0,1,1,1985,6
54.996227242187,0,1,1,1985,7
52.8467467517118,0,1,1,1985,7
54.6301046473471,0,1,1,1985,7
64.8408384879055,0,1,1,1985,8
56.8969721401515,0,1,1,1985,7
58.2243663454657,0,1,1,1985,7
50.7266008959207,3,1,1,1985,7
59.1881255870431,29,1,1,1985,7
55.4901599937591,31,1,1,1985,7
60.8029095581174,49,1,1,1985,8
53.9976692322982,4,1,1,1985,7
58.1355766819356,14,1,1,1985,7
60.7333836872377,28,1,1,1985,8
67.2980861357747,2,1,1,1985,8
58.5231404177153,12,1,1,1985,7
52.5305904879811,69,1,1,1985,7
70.414256898933,100,1,1,1985,8
56.1870732722482,170,1,1,1985,7
54.6011693750839,199,1,1,1985,7
55.7239460497708,135,1,1,1985,7
53.1267725496944,160,1,1,1985,7
50.5257167284685,319,1,1,1985,7
53.4917132396234,280,1,1,1985,7
54.5071206647354,301,1,1,1985,7
66.2391649492354,279,1,1,1985,8
44,6,2,2,1987,6
23,0,2,2,1987,4
42,3,2,2,1987,6
32,42,2,2,1987,5
47,0,2,2,1987,6
39,11,2,2,1987,5
20,0,2,2,1987,4
25,4,2,2,1987,4
49,0,2,2,1987,6
18,23,2,2,1987,3
15,1,2,2,1987,3
25,5,2,2,1987,4
56,4,2,2,1987,7
29,2,2,2,1987,4
31,0,2,2,1987,5
21,5,2,2,1987,4
45,0,2,2,1987,6
24,18,2,2,1987,4
48,4,2,2,1987,6
24,48,2,2,1987,4
23,298,2,2,1987,4
46,393,2,2,1987,6
42,78,2,2,1987,6
44,10,2,2,1987,6
27,124,2,2,1987,4
51,365,2,2,1987,7
40,565,2,2,1987,6
37,484,2,2,1987,5
21,79,2,2,1987,4
35,183,2,2,1987,5
27,52,2,2,1987,4
45,7,2,2,1987,6
39,6,2,2,1987,5
8.85290575057237,0,2,2,1989,2
5.00009604031261,0,2,2,1989,2
5.00000743367726,0,2,2,1989,2
9,0,2,2,1989,2
5,0,2,2,1989,2
8.99991618770564,0,2,2,1989,2
8.63312443594484,0,2,2,1989,2
5.00004259281109,0,2,2,1989,2
8.86663281015033,0,2,2,1989,2
5.00000000318088,0,2,2,1989,2
8.9999999999982,0,2,2,1989,2
5.00000004291145,0,2,2,1989,2
5.25838887634673,0,2,2,1989,2
8.99895936332232,0,2,2,1989,2
5.01115862131642,0,2,2,1989,2
5.01106540155942,0,2,2,1989,2
5.00000185846636,0,2,2,1989,2
7.70813499352791,0,2,2,1989,2
6.95211151988138,0,2,2,1989,2
5.00679194623084,0,2,2,1989,2
8.9999999997251,0,2,2,1989,2
8.99999676669605,0,2,2,1989,2
8.47754116234165,0,2,2,1989,2
8.89352572066517,0,2,2,1989,2
5.00000000000139,0,2,2,1989,2
5.73480838893345,0,2,2,1989,2
8.99999999454375,0,2,2,1989,2
7.43782820728102,0,2,2,1989,2
5.00253292302741,0,2,2,1989,2
5.00003569207864,0,2,2,1989,2
5.00557011943136,0,2,2,1989,2
8.99998840561487,0,2,2,1989,2
5.03838387345419,0,2,2,1989,2
5.00000000000004,0,2,2,1989,2
8.99999989994997,0,2,2,1989,2
8.99999997624146,0,2,2,1989,2
7.97428303783613,0,2,2,1989,2
5.08598584344114,0,2,2,1989,2
8.99999999999919,0,2,2,1989,2
5.00006154373675,0,2,2,1989,2
5.00000004220748,0,2,2,1989,2
5,0,2,2,1989,2
5.0005619908041,0,2,2,1989,2
5.000002255761,0,2,2,1989,2
5.36679670013853,0,2,2,1989,2
5.00000000022187,0,2,2,1989,2
5.00000000000107,0,2,2,1989,2
5.00004862616117,0,2,2,1989,2
8.99999999720628,0,2,2,1989,2
9,0,2,2,1989,2
5.00020408295452,0,2,2,1989,2
8.99999999986403,0,2,2,1989,2
5.00000033371172,0,2,2,1989,2
5.00000000014001,0,2,2,1989,2
8.9999903739034,0,2,2,1989,2
8.9997735537121,0,2,2,1989,2
5.00000000025127,0,2,2,1989,2
5.00000000000144,0,2,2,1989,2
8.88302803134702,0,2,2,1989,2
8.99999999855925,0,2,2,1989,2
5.00145227644722,0,2,2,1989,2
8.99112827612143,0,2,2,1989,2
5.11616927871432,0,2,2,1989,2
8.99999999445612,0,2,2,1989,2
8.75397416541245,0,2,2,1989,2
8.8348443100166,0,2,2,1989,2
7.63357726181627,0,2,2,1989,2
8.99994753227692,0,2,2,1989,2
8.99999527142595,0,2,2,1989,2
8.99996257861992,0,2,2,1989,2
7.11008173029221,0,2,2,1989,2
8.59056687193712,0,2,2,1989,2
7.52444154373141,0,2,2,1989,2
8.78088184826293,0,2,2,1989,2
8.80081938275404,0,2,2,1989,2
5.00014399828822,0,2,2,1989,2
5.1733883205135,0,2,2,1989,2
5.10937779284597,0,2,2,1989,2
8.98242279809091,0,2,2,1989,2
8.9757316010437,0,2,2,1989,2
5.02625555385943,0,2,2,1989,2
8.69417089310213,0,2,2,1989,2
8.99632727874144,0,2,2,1989,2
5.00007060036707,0,2,2,1989,2
5.02852670608062,0,2,2,1989,2
8.97880936326789,0,2,2,1989,2
9,0,2,2,1989,2
8.99999999999938,0,2,2,1989,2
7.95449847136311,0,2,2,1989,2
5.00045355083743,0,2,2,1989,2
5.00000000796921,0,2,2,1989,2
8.99999999999964,0,2,2,1989,2
8.88604301977686,0,2,2,1989,2
5.00036607707252,0,2,2,1989,2
8.99965093409466,0,2,2,1989,2
6.13186855841153,0,2,2,1989,2
8.99971103735187,0,2,2,1989,2
8.9989671746043,0,2,2,1989,2
5.00000001757815,0,2,2,1989,2
8.9999934634589,0,2,2,1989,2
8.99874407692008,0,2,2,1989,2
5.00000166442799,0,2,2,1989,2
8.99638646300378,0,2,2,1989,2
5.00001425036896,0,2,2,1989,2
8.07485456464506,0,2,2,1989,2
8.9409175524382,0,2,2,1989,2
5.39638522685851,0,2,2,1989,2
5,7,2,2,1989,2
5,5,2,2,1989,2
5.00000988171444,7,2,2,1989,2
7.70970315881034,6,2,2,1989,2
5.00000000000001,4,2,2,1989,2
8.99999999996948,7,2,2,1989,2
5.00000078373052,7,2,2,1989,2
5.29718812128786,22,2,2,1989,2
5.75558161636006,18,2,2,1989,2
8.99999764130006,20,2,2,1989,2
17.3315941315984,0,2,2,1989,3
11.7198410114874,0,2,2,1989,3
14.8014601771419,0,2,2,1989,3
13.4677775458495,0,2,2,1989,3
10.7834135590194,0,2,2,1989,3
18.1721457576431,0,2,2,1989,3
13.2502446007088,0,2,2,1989,3
17.3847693664043,0,2,2,1989,3
10.4886169174352,0,2,2,1989,3
17.6735521271414,0,2,2,1989,3
17.5170265634686,0,2,2,1989,3
18.7057262684904,0,2,2,1989,3
17.1809823112798,0,2,2,1989,3
15.2925050441883,0,2,2,1989,3
10.3278099925948,0,2,2,1989,3
16.2317443540722,0,2,2,1989,3
13.3647099698086,0,2,2,1989,3
16.025793821424,0,2,2,1989,3
10.1667286623755,0,2,2,1989,3
15.1247877592721,0,2,2,1989,3
18.1006939447492,0,2,2,1989,3
12.326053398668,0,2,2,1989,3
17.898068074,0,2,2,1989,3
18.4902038716546,0,2,2,1989,3
13.7864577124571,0,2,2,1989,3
13.9371438544881,0,2,2,1989,3
18.5055376236654,0,2,2,1989,3
12.7069631973601,0,2,2,1989,3
16.0743993040495,0,2,2,1989,3
11.788981830588,0,2,2,1989,3
14.2856080533273,0,2,2,1989,3
10.3556227272147,0,2,2,1989,3
15.4028153249372,0,2,2,1989,3
18.3679217757269,0,2,2,1989,3
15.1149992939936,0,2,2,1989,3
12.6305068735711,0,2,2,1989,3
16.1560995281603,0,2,2,1989,3
18.330718028856,0,2,2,1989,3
15.3484899344427,6,2,2,1989,3
18.1033243192126,5,2,2,1989,3
14.6759566136496,1,2,2,1989,3
15.4679880021434,4,2,2,1989,3
16.9019375090869,2,2,2,1989,3
11.0917639538202,5,2,2,1989,3
18.8414509961697,6,2,2,1989,3
16.0455511701233,4,2,2,1989,3
14.6996519674788,3,2,2,1989,3
11.8720398527256,1,2,2,1989,3
14.654565776847,5,2,2,1989,3
15.6871225841146,7,2,2,1989,3
15.1837138234645,5,2,2,1989,3
16.398097449326,4,2,2,1989,3
10.751287234378,7,2,2,1989,3
13.8536702841762,1,2,2,1989,3
18.9444984791108,4,2,2,1989,3
18.8469910873039,4,2,2,1989,3
13.0772891921319,5,2,2,1989,3
11.9738320937979,16,2,2,1989,3
17.2529253686338,22,2,2,1989,3
16.2342238674588,18,2,2,1989,3
14.312808258927,18,2,2,1989,3
10.434177318664,20,2,2,1989,3
18.4110421289598,21,2,2,1989,3
18.5551306774238,56,2,2,1989,3
10.8041950094875,65,2,2,1989,3
14.1639614777178,86,2,2,1989,3
18.3345398584712,68,2,2,1989,3
18.270582226337,294,2,2,1989,3
25.7506055119159,0,2,2,1989,4
21.2808934368017,0,2,2,1989,4
20.4507572033813,0,2,2,1989,4
28.992423135982,0,2,2,1989,4
25.2677110144179,0,2,2,1989,4
26.439016447281,0,2,2,1989,4
28.7405073912133,0,2,2,1989,4
27.4146913467869,0,2,2,1989,4
20.4492657634283,0,2,2,1989,4
28.9605069695391,0,2,2,1989,4
20.2477732664105,0,2,2,1989,4
24.1757571659843,0,2,2,1989,4
20.9537873484758,0,2,2,1989,4
26.5337031894881,0,2,2,1989,4
26.3669888527621,0,2,2,1989,4
23.3234564451054,0,2,2,1989,4
22.980150856027,0,2,2,1989,4
27.6302763147496,0,2,2,1989,4
23.0575566981154,0,2,2,1989,4
28.7906341198302,0,2,2,1989,4
27.0719012897497,0,2,2,1989,4
25.8480623777223,0,2,2,1989,4
25.1587641221886,0,2,2,1989,4
28.6126704687606,0,2,2,1989,4
26.6573847444287,0,2,2,1989,4
23.8010596398618,3,2,2,1989,4
23.9326536644035,6,2,2,1989,4
28.9106329614098,6,2,2,1989,4
23.6612487984099,3,2,2,1989,4
20.3089315343301,8,2,2,1989,4
28.8424485359266,4,2,2,1989,4
20.0238475292238,2,2,2,1989,4
22.1161530993453,2,2,2,1989,4
26.1915690170445,4,2,2,1989,4
28.5733248619352,8,2,2,1989,4
27.4703797355584,7,2,2,1989,4
24.6901944477093,21,2,2,1989,4
27.0585102052589,26,2,2,1989,4
20.3746056299658,23,2,2,1989,4
24.8118740525486,21,2,2,1989,4
23.0956840474397,22,2,2,1989,4
27.1508487760397,22,2,2,1989,4
23.919520999906,19,2,2,1989,4
24.9715363784376,79,2,2,1989,4
22.3000296183605,84,2,2,1989,4
22.3756142190198,76,2,2,1989,4
24.5446149829554,73,2,2,1989,4
27.0353684780121,60,2,2,1989,4
20.5499855718275,78,2,2,1989,4
28.923400358171,83,2,2,1989,4
24.8535598276576,322,2,2,1989,4
23.4457608937616,405,2,2,1989,4
28.4068514351734,271,2,2,1989,4
33.7157881157138,0,2,2,1989,5
31.0586960291226,0,2,2,1989,5
36.3414984761965,0,2,2,1989,5
32.3580550624412,0,2,2,1989,5
34.9161383050892,0,2,2,1989,5
34.1871238829279,0,2,2,1989,5
35.4623441601402,0,2,2,1989,5
38.0517441391985,0,2,2,1989,5
36.8440051524709,0,2,2,1989,5
36.6852727376226,0,2,2,1989,5
34.6912492343096,0,2,2,1989,5
32.5712169668931,0,2,2,1989,5
37.6904863990033,0,2,2,1989,5
30.9198065684049,0,2,2,1989,5
31.3210175853424,0,2,2,1989,5
32.4608973169059,0,2,2,1989,5
32.8162238059324,0,2,2,1989,5
31.8159260401049,4,2,2,1989,5
38.9997759406634,6,2,2,1989,5
38.9636512907761,4,2,2,1989,5
32.9270561788615,4,2,2,1989,5
32.0781232049363,4,2,2,1989,5
37.1311953383631,4,2,2,1989,5
35.5084322521654,4,2,2,1989,5
37.8032874655468,6,2,2,1989,5
31.4932232622632,3,2,2,1989,5
30.4031724340979,6,2,2,1989,5
34.5041109282282,20,2,2,1989,5
38.9562235546874,25,2,2,1989,5
30.9911146598527,74,2,2,1989,5
30.7741180366785,78,2,2,1989,5
34.5484162791208,74,2,2,1989,5
38.0406996203021,54,2,2,1989,5
34.1404058222657,69,2,2,1989,5
38.2232721896804,58,2,2,1989,5
38.4019594389329,286,2,2,1989,5
37.6312913960569,383,2,2,1989,5
38.9963982134353,419,2,2,1989,5
38.6322632994755,388,2,2,1989,5
33.72710440641,274,2,2,1989,5
32.6558477692636,254,2,2,1989,5
31.5985040119793,228,2,2,1989,5
37.2285211979372,276,2,2,1989,5
48.1672289654926,0,2,2,1989,6
48.3613406860313,0,2,2,1989,6
42.18646839783,0,2,2,1989,6
47.8337847243423,0,2,2,1989,6
46.113563961933,0,2,2,1989,6
46.789033976282,0,2,2,1989,6
45.3402234910012,0,2,2,1989,6
48.4534204297574,0,2,2,1989,6
48.3500389975698,0,2,2,1989,6
48.1883705778332,0,2,2,1989,6
48.565104845283,0,2,2,1989,6
47.6749133759516,0,2,2,1989,6
47.0345976079194,0,2,2,1989,6
46.2053337780658,0,2,2,1989,6
40.4274148369787,0,2,2,1989,6
46.1312269966903,0,2,2,1989,6
47.2829893492694,0,2,2,1989,6
41.284209842294,6,2,2,1989,6
43.6655644266658,4,2,2,1989,6
47.1356902160898,4,2,2,1989,6
47.7801654619568,4,2,2,1989,6
47.2258315483403,3,2,2,1989,6
48.5461450029431,24,2,2,1989,6
48.6262703224777,20,2,2,1989,6
40.1438999610361,21,2,2,1989,6
48.6023726759935,19,2,2,1989,6
46.2656423417057,23,2,2,1989,6
43.2144985889723,24,2,2,1989,6
48.369078188809,66,2,2,1989,6
41.7962892939458,48,2,2,1989,6
47.8217210257305,82,2,2,1989,6
45.4115999069837,71,2,2,1989,6
47.380037016435,62,2,2,1989,6
45.717611368906,307,2,2,1989,6
48.3566018614779,230,2,2,1989,6
41.2140339676588,235,2,2,1989,6
48.9937408794902,267,2,2,1989,6
44.8245086316822,163,2,2,1989,6
47.7342812247831,293,2,2,1989,6
41.6611959902199,217,2,2,1989,6
42.7267057027328,368,2,2,1989,6
52.4242556425982,0,2,2,1989,7
53.9479917942212,0,2,2,1989,7
58.0834962390316,0,2,2,1989,7
52.6720513410196,0,2,2,1989,7
54.7056094975094,0,2,2,1989,7
57.9525421796336,0,2,2,1989,7
57.2548569289023,0,2,2,1989,7
50.2606318170738,0,2,2,1989,7
57.3018062768271,0,2,2,1989,7
50.2881915244746,0,2,2,1989,7
56.7845983286735,0,2,2,1989,7
59.5869103291702,0,2,2,1989,7
58.0593886699295,0,2,2,1989,7
51.4158604258331,0,2,2,1989,7
53.845054207419,0,2,2,1989,7
57.9111002974487,0,2,2,1989,7
55.9863265016975,0,2,2,1989,7
50.168116802186,0,2,2,1989,7
55.1012662965549,0,2,2,1989,7
52.8868662531273,0,2,2,1989,7
56.0597926350034,0,2,2,1989,7
56.0101484141364,0,2,2,1989,7
58.0635832348445,4,2,2,1989,7
53.0285972834108,4,2,2,1989,7
53.8961846619572,3,2,2,1989,7
59.884837337381,4,2,2,1989,7
57.829751208287,2,2,2,1989,7
52.1143463737265,7,2,2,1989,7
57.2449519286947,6,2,2,1989,7
55.0239326401222,6,2,2,1989,7
56.8852302131445,2,2,2,1989,7
51.5676069700868,7,2,2,1989,7
50.2217740452152,5,2,2,1989,7
51.2466511557519,3,2,2,1989,7
53.0620044632149,22,2,2,1989,7
51.303246042238,18,2,2,1989,7
59.5208186043171,19,2,2,1989,7
53.4840717614403,19,2,2,1989,7
54.6982126970138,20,2,2,1989,7
52.5160292135542,17,2,2,1989,7
52.4722460223415,84,2,2,1989,7
55.7908424451526,76,2,2,1989,7
56.5829638868398,73,2,2,1989,7
58.4958788827069,79,2,2,1989,7
52.3981733783901,228,2,2,1989,7
58.0211310041047,321,2,2,1989,7
50.8811418176486,350,2,2,1989,7
56.1823611076528,327,2,2,1989,7
55.7314915697812,240,2,2,1989,7
54.3686387009434,395,2,2,1989,7
56.909338448438,190,2,2,1989,7
