"Country or Area","Year","Area","Sex","Age","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Thailand","2010","Total","Both Sexes","Total","Census - de jure - complete tabulation","Final figure, complete","2012","65981659",""
"Thailand","2010","Total","Both Sexes","0","Census - de jure - complete tabulation","Final figure, complete","2012","725109.9",""
"Thailand","2010","Total","Both Sexes","0 - 4","Census - de jure - complete tabulation","Final figure, complete","2012","3739868",""
"Thailand","2010","Total","Both Sexes","1","Census - de jure - complete tabulation","Final figure, complete","2012","685633.4",""
"Thailand","2010","Total","Both Sexes","2","Census - de jure - complete tabulation","Final figure, complete","2012","748600",""
"Thailand","2010","Total","Both Sexes","3","Census - de jure - complete tabulation","Final figure, complete","2012","793795.9",""
"Thailand","2010","Total","Both Sexes","4","Census - de jure - complete tabulation","Final figure, complete","2012","786728.7",""
"Thailand","2010","Total","Both Sexes","5","Census - de jure - complete tabulation","Final figure, complete","2012","808377.1",""
"Thailand","2010","Total","Both Sexes","5 - 9","Census - de jure - complete tabulation","Final figure, complete","2012","4081644",""
"Thailand","2010","Total","Both Sexes","6","Census - de jure - complete tabulation","Final figure, complete","2012","798346.7",""
"Thailand","2010","Total","Both Sexes","7","Census - de jure - complete tabulation","Final figure, complete","2012","808895.1",""
"Thailand","2010","Total","Both Sexes","8","Census - de jure - complete tabulation","Final figure, complete","2012","821836.5",""
"Thailand","2010","Total","Both Sexes","9","Census - de jure - complete tabulation","Final figure, complete","2012","844188.4",""
"Thailand","2010","Total","Both Sexes","10","Census - de jure - complete tabulation","Final figure, complete","2012","906356.5",""
"Thailand","2010","Total","Both Sexes","10 - 14","Census - de jure - complete tabulation","Final figure, complete","2012","4864280",""
"Thailand","2010","Total","Both Sexes","11","Census - de jure - complete tabulation","Final figure, complete","2012","880023.4",""
"Thailand","2010","Total","Both Sexes","12","Census - de jure - complete tabulation","Final figure, complete","2012","993754",""
"Thailand","2010","Total","Both Sexes","13","Census - de jure - complete tabulation","Final figure, complete","2012","1049742.9",""
"Thailand","2010","Total","Both Sexes","14","Census - de jure - complete tabulation","Final figure, complete","2012","1034402.9",""
"Thailand","2010","Total","Both Sexes","15","Census - de jure - complete tabulation","Final figure, complete","2012","997437",""
"Thailand","2010","Total","Both Sexes","15 - 19","Census - de jure - complete tabulation","Final figure, complete","2012","4900590",""
"Thailand","2010","Total","Both Sexes","16","Census - de jure - complete tabulation","Final figure, complete","2012","937673",""
"Thailand","2010","Total","Both Sexes","17","Census - de jure - complete tabulation","Final figure, complete","2012","963589.2",""
"Thailand","2010","Total","Both Sexes","18","Census - de jure - complete tabulation","Final figure, complete","2012","1035326",""
"Thailand","2010","Total","Both Sexes","19","Census - de jure - complete tabulation","Final figure, complete","2012","966564.4",""
"Thailand","2010","Total","Both Sexes","20","Census - de jure - complete tabulation","Final figure, complete","2012","1038850.9",""
"Thailand","2010","Total","Both Sexes","20 - 24","Census - de jure - complete tabulation","Final figure, complete","2012","4691520",""
"Thailand","2010","Total","Both Sexes","21","Census - de jure - complete tabulation","Final figure, complete","2012","923892.8",""
"Thailand","2010","Total","Both Sexes","22","Census - de jure - complete tabulation","Final figure, complete","2012","921375",""
"Thailand","2010","Total","Both Sexes","23","Census - de jure - complete tabulation","Final figure, complete","2012","909190.6",""
"Thailand","2010","Total","Both Sexes","24","Census - de jure - complete tabulation","Final figure, complete","2012","898210.4",""
"Thailand","2010","Total","Both Sexes","25","Census - de jure - complete tabulation","Final figure, complete","2012","1032774.4",""
"Thailand","2010","Total","Both Sexes","25 - 29","Census - de jure - complete tabulation","Final figure, complete","2012","5092597",""
"Thailand","2010","Total","Both Sexes","26","Census - de jure - complete tabulation","Final figure, complete","2012","947736.5",""
"Thailand","2010","Total","Both Sexes","27","Census - de jure - complete tabulation","Final figure, complete","2012","1010368.1",""
"Thailand","2010","Total","Both Sexes","28","Census - de jure - complete tabulation","Final figure, complete","2012","1075215.5",""
"Thailand","2010","Total","Both Sexes","29","Census - de jure - complete tabulation","Final figure, complete","2012","1026502.4",""
"Thailand","2010","Total","Both Sexes","30","Census - de jure - complete tabulation","Final figure, complete","2012","1261462.8",""
"Thailand","2010","Total","Both Sexes","30 - 34","Census - de jure - complete tabulation","Final figure, complete","2012","5394917",""
"Thailand","2010","Total","Both Sexes","31","Census - de jure - complete tabulation","Final figure, complete","2012","974870.4",""
"Thailand","2010","Total","Both Sexes","32","Census - de jure - complete tabulation","Final figure, complete","2012","1077038.3",""
"Thailand","2010","Total","Both Sexes","33","Census - de jure - complete tabulation","Final figure, complete","2012","1063942.5",""
"Thailand","2010","Total","Both Sexes","34","Census - de jure - complete tabulation","Final figure, complete","2012","1017603.2",""
"Thailand","2010","Total","Both Sexes","35","Census - de jure - complete tabulation","Final figure, complete","2012","1188531.5",""
"Thailand","2010","Total","Both Sexes","35 - 39","Census - de jure - complete tabulation","Final figure, complete","2012","5614849",""
"Thailand","2010","Total","Both Sexes","36","Census - de jure - complete tabulation","Final figure, complete","2012","1090271.6",""
"Thailand","2010","Total","Both Sexes","37","Census - de jure - complete tabulation","Final figure, complete","2012","1045579.6",""
"Thailand","2010","Total","Both Sexes","38","Census - de jure - complete tabulation","Final figure, complete","2012","1149038.6",""
"Thailand","2010","Total","Both Sexes","39","Census - de jure - complete tabulation","Final figure, complete","2012","1141427.3",""
"Thailand","2010","Total","Both Sexes","40","Census - de jure - complete tabulation","Final figure, complete","2012","1292243.6",""
"Thailand","2010","Total","Both Sexes","40 - 44","Census - de jure - complete tabulation","Final figure, complete","2012","5672012",""
"Thailand","2010","Total","Both Sexes","41","Census - de jure - complete tabulation","Final figure, complete","2012","1056770.2",""
"Thailand","2010","Total","Both Sexes","42","Census - de jure - complete tabulation","Final figure, complete","2012","1189248.5",""
"Thailand","2010","Total","Both Sexes","43","Census - de jure - complete tabulation","Final figure, complete","2012","1091324.9",""
"Thailand","2010","Total","Both Sexes","44","Census - de jure - complete tabulation","Final figure, complete","2012","1042425",""
"Thailand","2010","Total","Both Sexes","45","Census - de jure - complete tabulation","Final figure, complete","2012","1184704.4",""
"Thailand","2010","Total","Both Sexes","45 - 49","Census - de jure - complete tabulation","Final figure, complete","2012","5266065",""
"Thailand","2010","Total","Both Sexes","46","Census - de jure - complete tabulation","Final figure, complete","2012","1049923.4",""
"Thailand","2010","Total","Both Sexes","47","Census - de jure - complete tabulation","Final figure, complete","2012","1006204",""
"Thailand","2010","Total","Both Sexes","48","Census - de jure - complete tabulation","Final figure, complete","2012","1061134.5",""
"Thailand","2010","Total","Both Sexes","49","Census - de jure - complete tabulation","Final figure, complete","2012","964099.1",""
"Thailand","2010","Total","Both Sexes","50","Census - de jure - complete tabulation","Final figure, complete","2012","1091416.8",""
"Thailand","2010","Total","Both Sexes","50 - 54","Census - de jure - complete tabulation","Final figure, complete","2012","4588033",""
"Thailand","2010","Total","Both Sexes","51","Census - de jure - complete tabulation","Final figure, complete","2012","871907.8",""
"Thailand","2010","Total","Both Sexes","52","Census - de jure - complete tabulation","Final figure, complete","2012","888541",""
"Thailand","2010","Total","Both Sexes","53","Census - de jure - complete tabulation","Final figure, complete","2012","914715.7",""
"Thailand","2010","Total","Both Sexes","54","Census - de jure - complete tabulation","Final figure, complete","2012","821451.5",""
"Thailand","2010","Total","Both Sexes","55","Census - de jure - complete tabulation","Final figure, complete","2012","813950.5",""
"Thailand","2010","Total","Both Sexes","55 - 59","Census - de jure - complete tabulation","Final figure, complete","2012","3567088",""
"Thailand","2010","Total","Both Sexes","56","Census - de jure - complete tabulation","Final figure, complete","2012","725086.2",""
"Thailand","2010","Total","Both Sexes","57","Census - de jure - complete tabulation","Final figure, complete","2012","695515.7",""
"Thailand","2010","Total","Both Sexes","58","Census - de jure - complete tabulation","Final figure, complete","2012","701525.6",""
"Thailand","2010","Total","Both Sexes","59","Census - de jure - complete tabulation","Final figure, complete","2012","631010",""
"Thailand","2010","Total","Both Sexes","60","Census - de jure - complete tabulation","Final figure, complete","2012","719481.7",""
"Thailand","2010","Total","Both Sexes","60 - 64","Census - de jure - complete tabulation","Final figure, complete","2012","2765397",""
"Thailand","2010","Total","Both Sexes","61","Census - de jure - complete tabulation","Final figure, complete","2012","543486.8",""
"Thailand","2010","Total","Both Sexes","62","Census - de jure - complete tabulation","Final figure, complete","2012","542308.3",""
"Thailand","2010","Total","Both Sexes","63","Census - de jure - complete tabulation","Final figure, complete","2012","519095.7",""
"Thailand","2010","Total","Both Sexes","64","Census - de jure - complete tabulation","Final figure, complete","2012","441024.6",""
"Thailand","2010","Total","Both Sexes","65","Census - de jure - complete tabulation","Final figure, complete","2012","451641.6",""
"Thailand","2010","Total","Both Sexes","65 - 69","Census - de jure - complete tabulation","Final figure, complete","2012","1933352",""
"Thailand","2010","Total","Both Sexes","66","Census - de jure - complete tabulation","Final figure, complete","2012","387708.3",""
"Thailand","2010","Total","Both Sexes","67","Census - de jure - complete tabulation","Final figure, complete","2012","377081.3",""
"Thailand","2010","Total","Both Sexes","68","Census - de jure - complete tabulation","Final figure, complete","2012","389373",""
"Thailand","2010","Total","Both Sexes","69","Census - de jure - complete tabulation","Final figure, complete","2012","327548.3",""
"Thailand","2010","Total","Both Sexes","70","Census - de jure - complete tabulation","Final figure, complete","2012","370374.5",""
"Thailand","2010","Total","Both Sexes","70 - 74","Census - de jure - complete tabulation","Final figure, complete","2012","1607639",""
"Thailand","2010","Total","Both Sexes","71","Census - de jure - complete tabulation","Final figure, complete","2012","309595.1",""
"Thailand","2010","Total","Both Sexes","72","Census - de jure - complete tabulation","Final figure, complete","2012","340128",""
"Thailand","2010","Total","Both Sexes","73","Census - de jure - complete tabulation","Final figure, complete","2012","304125.8",""
"Thailand","2010","Total","Both Sexes","74","Census - de jure - complete tabulation","Final figure, complete","2012","283415.9",""
"Thailand","2010","Total","Both Sexes","75","Census - de jure - complete tabulation","Final figure, complete","2012","264626",""
"Thailand","2010","Total","Both Sexes","75 - 79","Census - de jure - complete tabulation","Final figure, complete","2012","1123385",""
"Thailand","2010","Total","Both Sexes","76","Census - de jure - complete tabulation","Final figure, complete","2012","247418.2",""
"Thailand","2010","Total","Both Sexes","77","Census - de jure - complete tabulation","Final figure, complete","2012","218641.5",""
"Thailand","2010","Total","Both Sexes","78","Census - de jure - complete tabulation","Final figure, complete","2012","232663.5",""
"Thailand","2010","Total","Both Sexes","79","Census - de jure - complete tabulation","Final figure, complete","2012","160035.4",""
"Thailand","2010","Total","Both Sexes","80","Census - de jure - complete tabulation","Final figure, complete","2012","177510.4",""
"Thailand","2010","Total","Both Sexes","80 - 84","Census - de jure - complete tabulation","Final figure, complete","2012","662663",""
"Thailand","2010","Total","Both Sexes","81","Census - de jure - complete tabulation","Final figure, complete","2012","128468.3",""
"Thailand","2010","Total","Both Sexes","82","Census - de jure - complete tabulation","Final figure, complete","2012","137585.9",""
"Thailand","2010","Total","Both Sexes","83","Census - de jure - complete tabulation","Final figure, complete","2012","114155.6",""
"Thailand","2010","Total","Both Sexes","84","Census - de jure - complete tabulation","Final figure, complete","2012","104943.2",""
"Thailand","2010","Total","Both Sexes","85","Census - de jure - complete tabulation","Final figure, complete","2012","77525.3",""
"Thailand","2010","Total","Both Sexes","85 - 89","Census - de jure - complete tabulation","Final figure, complete","2012","280941",""
"Thailand","2010","Total","Both Sexes","86","Census - de jure - complete tabulation","Final figure, complete","2012","64369",""
"Thailand","2010","Total","Both Sexes","87","Census - de jure - complete tabulation","Final figure, complete","2012","59526.9",""
"Thailand","2010","Total","Both Sexes","88","Census - de jure - complete tabulation","Final figure, complete","2012","43224.3",""
"Thailand","2010","Total","Both Sexes","89","Census - de jure - complete tabulation","Final figure, complete","2012","36295.3",""
"Thailand","2010","Total","Both Sexes","90","Census - de jure - complete tabulation","Final figure, complete","2012","32530.5",""
"Thailand","2010","Total","Both Sexes","90 - 94","Census - de jure - complete tabulation","Final figure, complete","2012","100037",""
"Thailand","2010","Total","Both Sexes","91","Census - de jure - complete tabulation","Final figure, complete","2012","18587.7",""
"Thailand","2010","Total","Both Sexes","92","Census - de jure - complete tabulation","Final figure, complete","2012","19360.4",""
"Thailand","2010","Total","Both Sexes","93","Census - de jure - complete tabulation","Final figure, complete","2012","16644.5",""
"Thailand","2010","Total","Both Sexes","94","Census - de jure - complete tabulation","Final figure, complete","2012","12913.7",""
"Thailand","2010","Total","Both Sexes","95","Census - de jure - complete tabulation","Final figure, complete","2012","8723.8",""
"Thailand","2010","Total","Both Sexes","95 - 99","Census - de jure - complete tabulation","Final figure, complete","2012","30833",""
"Thailand","2010","Total","Both Sexes","96","Census - de jure - complete tabulation","Final figure, complete","2012","7780.7",""
"Thailand","2010","Total","Both Sexes","97","Census - de jure - complete tabulation","Final figure, complete","2012","5688.1",""
"Thailand","2010","Total","Both Sexes","98","Census - de jure - complete tabulation","Final figure, complete","2012","4703.4",""
"Thailand","2010","Total","Both Sexes","99","Census - de jure - complete tabulation","Final figure, complete","2012","3937",""
"Thailand","2010","Total","Both Sexes","100 +","Census - de jure - complete tabulation","Final figure, complete","2012","3949",""
"Thailand","2010","Total","Male","Total","Census - de jure - complete tabulation","Final figure, complete","2012","32355032",""
"Thailand","2010","Total","Male","0","Census - de jure - complete tabulation","Final figure, complete","2012","369127.4",""
"Thailand","2010","Total","Male","0 - 4","Census - de jure - complete tabulation","Final figure, complete","2012","1915887",""
"Thailand","2010","Total","Male","1","Census - de jure - complete tabulation","Final figure, complete","2012","352746.6",""
"Thailand","2010","Total","Male","2","Census - de jure - complete tabulation","Final figure, complete","2012","383793.4",""
"Thailand","2010","Total","Male","3","Census - de jure - complete tabulation","Final figure, complete","2012","407771.5",""
"Thailand","2010","Total","Male","4","Census - de jure - complete tabulation","Final figure, complete","2012","402447.9",""
"Thailand","2010","Total","Male","5","Census - de jure - complete tabulation","Final figure, complete","2012","417332.5",""
"Thailand","2010","Total","Male","5 - 9","Census - de jure - complete tabulation","Final figure, complete","2012","2100931",""
"Thailand","2010","Total","Male","6","Census - de jure - complete tabulation","Final figure, complete","2012","413207.9",""
"Thailand","2010","Total","Male","7","Census - de jure - complete tabulation","Final figure, complete","2012","414972",""
"Thailand","2010","Total","Male","8","Census - de jure - complete tabulation","Final figure, complete","2012","420112.4",""
"Thailand","2010","Total","Male","9","Census - de jure - complete tabulation","Final figure, complete","2012","435306.6",""
"Thailand","2010","Total","Male","10","Census - de jure - complete tabulation","Final figure, complete","2012","467215.2",""
"Thailand","2010","Total","Male","10 - 14","Census - de jure - complete tabulation","Final figure, complete","2012","2494484",""
"Thailand","2010","Total","Male","11","Census - de jure - complete tabulation","Final figure, complete","2012","453998",""
"Thailand","2010","Total","Male","12","Census - de jure - complete tabulation","Final figure, complete","2012","508597.6",""
"Thailand","2010","Total","Male","13","Census - de jure - complete tabulation","Final figure, complete","2012","537414",""
"Thailand","2010","Total","Male","14","Census - de jure - complete tabulation","Final figure, complete","2012","527259.6",""
"Thailand","2010","Total","Male","15","Census - de jure - complete tabulation","Final figure, complete","2012","508158.1",""
"Thailand","2010","Total","Male","15 - 19","Census - de jure - complete tabulation","Final figure, complete","2012","2464805",""
"Thailand","2010","Total","Male","16","Census - de jure - complete tabulation","Final figure, complete","2012","470901.1",""
"Thailand","2010","Total","Male","17","Census - de jure - complete tabulation","Final figure, complete","2012","485952.8",""
"Thailand","2010","Total","Male","18","Census - de jure - complete tabulation","Final figure, complete","2012","517670.2",""
"Thailand","2010","Total","Male","19","Census - de jure - complete tabulation","Final figure, complete","2012","482123.2",""
"Thailand","2010","Total","Male","20","Census - de jure - complete tabulation","Final figure, complete","2012","512274.4",""
"Thailand","2010","Total","Male","20 - 24","Census - de jure - complete tabulation","Final figure, complete","2012","2361297",""
"Thailand","2010","Total","Male","21","Census - de jure - complete tabulation","Final figure, complete","2012","474732.4",""
"Thailand","2010","Total","Male","22","Census - de jure - complete tabulation","Final figure, complete","2012","469737.2",""
"Thailand","2010","Total","Male","23","Census - de jure - complete tabulation","Final figure, complete","2012","461010.1",""
"Thailand","2010","Total","Male","24","Census - de jure - complete tabulation","Final figure, complete","2012","443542.4",""
"Thailand","2010","Total","Male","25","Census - de jure - complete tabulation","Final figure, complete","2012","513584.7",""
"Thailand","2010","Total","Male","25 - 29","Census - de jure - complete tabulation","Final figure, complete","2012","2529633",""
"Thailand","2010","Total","Male","26","Census - de jure - complete tabulation","Final figure, complete","2012","469613.6",""
"Thailand","2010","Total","Male","27","Census - de jure - complete tabulation","Final figure, complete","2012","501491.7",""
"Thailand","2010","Total","Male","28","Census - de jure - complete tabulation","Final figure, complete","2012","530743.2",""
"Thailand","2010","Total","Male","29","Census - de jure - complete tabulation","Final figure, complete","2012","514199.9",""
"Thailand","2010","Total","Male","30","Census - de jure - complete tabulation","Final figure, complete","2012","631680",""
"Thailand","2010","Total","Male","30 - 34","Census - de jure - complete tabulation","Final figure, complete","2012","2669927",""
"Thailand","2010","Total","Male","31","Census - de jure - complete tabulation","Final figure, complete","2012","483354.2",""
"Thailand","2010","Total","Male","32","Census - de jure - complete tabulation","Final figure, complete","2012","534568",""
"Thailand","2010","Total","Male","33","Census - de jure - complete tabulation","Final figure, complete","2012","522534.9",""
"Thailand","2010","Total","Male","34","Census - de jure - complete tabulation","Final figure, complete","2012","497789.7",""
"Thailand","2010","Total","Male","35","Census - de jure - complete tabulation","Final figure, complete","2012","589221.6",""
"Thailand","2010","Total","Male","35 - 39","Census - de jure - complete tabulation","Final figure, complete","2012","2754129",""
"Thailand","2010","Total","Male","36","Census - de jure - complete tabulation","Final figure, complete","2012","538192",""
"Thailand","2010","Total","Male","37","Census - de jure - complete tabulation","Final figure, complete","2012","509490.6",""
"Thailand","2010","Total","Male","38","Census - de jure - complete tabulation","Final figure, complete","2012","559131.8",""
"Thailand","2010","Total","Male","39","Census - de jure - complete tabulation","Final figure, complete","2012","558092.7",""
"Thailand","2010","Total","Male","40","Census - de jure - complete tabulation","Final figure, complete","2012","632283.5",""
"Thailand","2010","Total","Male","40 - 44","Census - de jure - complete tabulation","Final figure, complete","2012","2753282",""
"Thailand","2010","Total","Male","41","Census - de jure - complete tabulation","Final figure, complete","2012","510146.2",""
"Thailand","2010","Total","Male","42","Census - de jure - complete tabulation","Final figure, complete","2012","581326.3",""
"Thailand","2010","Total","Male","43","Census - de jure - complete tabulation","Final figure, complete","2012","527318.7",""
"Thailand","2010","Total","Male","44","Census - de jure - complete tabulation","Final figure, complete","2012","502207.6",""
"Thailand","2010","Total","Male","45","Census - de jure - complete tabulation","Final figure, complete","2012","577593.8",""
"Thailand","2010","Total","Male","45 - 49","Census - de jure - complete tabulation","Final figure, complete","2012","2552531",""
"Thailand","2010","Total","Male","46","Census - de jure - complete tabulation","Final figure, complete","2012","504947.4",""
"Thailand","2010","Total","Male","47","Census - de jure - complete tabulation","Final figure, complete","2012","487867.5",""
"Thailand","2010","Total","Male","48","Census - de jure - complete tabulation","Final figure, complete","2012","511588.3",""
"Thailand","2010","Total","Male","49","Census - de jure - complete tabulation","Final figure, complete","2012","470534.4",""
"Thailand","2010","Total","Male","50","Census - de jure - complete tabulation","Final figure, complete","2012","532113.8",""
"Thailand","2010","Total","Male","50 - 54","Census - de jure - complete tabulation","Final figure, complete","2012","2211649",""
"Thailand","2010","Total","Male","51","Census - de jure - complete tabulation","Final figure, complete","2012","419611.5",""
"Thailand","2010","Total","Male","52","Census - de jure - complete tabulation","Final figure, complete","2012","429622.1",""
"Thailand","2010","Total","Male","53","Census - de jure - complete tabulation","Final figure, complete","2012","438140.3",""
"Thailand","2010","Total","Male","54","Census - de jure - complete tabulation","Final figure, complete","2012","392161.2",""
"Thailand","2010","Total","Male","55","Census - de jure - complete tabulation","Final figure, complete","2012","387683.1",""
"Thailand","2010","Total","Male","55 - 59","Census - de jure - complete tabulation","Final figure, complete","2012","1697221",""
"Thailand","2010","Total","Male","56","Census - de jure - complete tabulation","Final figure, complete","2012","346875",""
"Thailand","2010","Total","Male","57","Census - de jure - complete tabulation","Final figure, complete","2012","330907",""
"Thailand","2010","Total","Male","58","Census - de jure - complete tabulation","Final figure, complete","2012","332112",""
"Thailand","2010","Total","Male","59","Census - de jure - complete tabulation","Final figure, complete","2012","299644.2",""
"Thailand","2010","Total","Male","60","Census - de jure - complete tabulation","Final figure, complete","2012","343875.1",""
"Thailand","2010","Total","Male","60 - 64","Census - de jure - complete tabulation","Final figure, complete","2012","1311024",""
"Thailand","2010","Total","Male","61","Census - de jure - complete tabulation","Final figure, complete","2012","256057.2",""
"Thailand","2010","Total","Male","62","Census - de jure - complete tabulation","Final figure, complete","2012","257501",""
"Thailand","2010","Total","Male","63","Census - de jure - complete tabulation","Final figure, complete","2012","245471.4",""
"Thailand","2010","Total","Male","64","Census - de jure - complete tabulation","Final figure, complete","2012","208119",""
"Thailand","2010","Total","Male","65","Census - de jure - complete tabulation","Final figure, complete","2012","212765.9",""
"Thailand","2010","Total","Male","65 - 69","Census - de jure - complete tabulation","Final figure, complete","2012","902675",""
"Thailand","2010","Total","Male","66","Census - de jure - complete tabulation","Final figure, complete","2012","182459.2",""
"Thailand","2010","Total","Male","67","Census - de jure - complete tabulation","Final figure, complete","2012","176702",""
"Thailand","2010","Total","Male","68","Census - de jure - complete tabulation","Final figure, complete","2012","180045.3",""
"Thailand","2010","Total","Male","69","Census - de jure - complete tabulation","Final figure, complete","2012","150702.6",""
"Thailand","2010","Total","Male","70","Census - de jure - complete tabulation","Final figure, complete","2012","168056.9",""
"Thailand","2010","Total","Male","70 - 74","Census - de jure - complete tabulation","Final figure, complete","2012","722246",""
"Thailand","2010","Total","Male","71","Census - de jure - complete tabulation","Final figure, complete","2012","141581.6",""
"Thailand","2010","Total","Male","72","Census - de jure - complete tabulation","Final figure, complete","2012","153313.6",""
"Thailand","2010","Total","Male","73","Census - de jure - complete tabulation","Final figure, complete","2012","135171.2",""
"Thailand","2010","Total","Male","74","Census - de jure - complete tabulation","Final figure, complete","2012","124122.7",""
"Thailand","2010","Total","Male","75","Census - de jure - complete tabulation","Final figure, complete","2012","115226",""
"Thailand","2010","Total","Male","75 - 79","Census - de jure - complete tabulation","Final figure, complete","2012","482686",""
"Thailand","2010","Total","Male","76","Census - de jure - complete tabulation","Final figure, complete","2012","108219.4",""
"Thailand","2010","Total","Male","77","Census - de jure - complete tabulation","Final figure, complete","2012","93202.6",""
"Thailand","2010","Total","Male","78","Census - de jure - complete tabulation","Final figure, complete","2012","98507.6",""
"Thailand","2010","Total","Male","79","Census - de jure - complete tabulation","Final figure, complete","2012","67530.7",""
"Thailand","2010","Total","Male","80","Census - de jure - complete tabulation","Final figure, complete","2012","74245.3",""
"Thailand","2010","Total","Male","80 - 84","Census - de jure - complete tabulation","Final figure, complete","2012","273915",""
"Thailand","2010","Total","Male","81","Census - de jure - complete tabulation","Final figure, complete","2012","54472.9",""
"Thailand","2010","Total","Male","82","Census - de jure - complete tabulation","Final figure, complete","2012","57050.1",""
"Thailand","2010","Total","Male","83","Census - de jure - complete tabulation","Final figure, complete","2012","46330.4",""
"Thailand","2010","Total","Male","84","Census - de jure - complete tabulation","Final figure, complete","2012","41816.5",""
"Thailand","2010","Total","Male","85","Census - de jure - complete tabulation","Final figure, complete","2012","30498.7",""
"Thailand","2010","Total","Male","85 - 89","Census - de jure - complete tabulation","Final figure, complete","2012","108639",""
"Thailand","2010","Total","Male","86","Census - de jure - complete tabulation","Final figure, complete","2012","25604.5",""
"Thailand","2010","Total","Male","87","Census - de jure - complete tabulation","Final figure, complete","2012","22855.9",""
"Thailand","2010","Total","Male","88","Census - de jure - complete tabulation","Final figure, complete","2012","16226.2",""
"Thailand","2010","Total","Male","89","Census - de jure - complete tabulation","Final figure, complete","2012","13453.8",""
"Thailand","2010","Total","Male","90","Census - de jure - complete tabulation","Final figure, complete","2012","11912.6",""
"Thailand","2010","Total","Male","90 - 94","Census - de jure - complete tabulation","Final figure, complete","2012","35867",""
"Thailand","2010","Total","Male","91","Census - de jure - complete tabulation","Final figure, complete","2012","6541.6",""
"Thailand","2010","Total","Male","92","Census - de jure - complete tabulation","Final figure, complete","2012","7043.4",""
"Thailand","2010","Total","Male","93","Census - de jure - complete tabulation","Final figure, complete","2012","5954.4",""
"Thailand","2010","Total","Male","94","Census - de jure - complete tabulation","Final figure, complete","2012","4414.9",""
"Thailand","2010","Total","Male","95","Census - de jure - complete tabulation","Final figure, complete","2012","3048.8",""
"Thailand","2010","Total","Male","95 - 99","Census - de jure - complete tabulation","Final figure, complete","2012","10965",""
"Thailand","2010","Total","Male","96","Census - de jure - complete tabulation","Final figure, complete","2012","2627.2",""
"Thailand","2010","Total","Male","97","Census - de jure - complete tabulation","Final figure, complete","2012","1934.9",""
"Thailand","2010","Total","Male","98","Census - de jure - complete tabulation","Final figure, complete","2012","1674.7",""
"Thailand","2010","Total","Male","99","Census - de jure - complete tabulation","Final figure, complete","2012","1679.4",""
"Thailand","2010","Total","Male","100 +","Census - de jure - complete tabulation","Final figure, complete","2012","1238",""
"Thailand","2010","Total","Female","Total","Census - de jure - complete tabulation","Final figure, complete","2012","33626627",""
"Thailand","2010","Total","Female","0","Census - de jure - complete tabulation","Final figure, complete","2012","355982.5",""
"Thailand","2010","Total","Female","0 - 4","Census - de jure - complete tabulation","Final figure, complete","2012","1823981",""
"Thailand","2010","Total","Female","1","Census - de jure - complete tabulation","Final figure, complete","2012","332886.8",""
"Thailand","2010","Total","Female","2","Census - de jure - complete tabulation","Final figure, complete","2012","364806.6",""
"Thailand","2010","Total","Female","3","Census - de jure - complete tabulation","Final figure, complete","2012","386024.4",""
"Thailand","2010","Total","Female","4","Census - de jure - complete tabulation","Final figure, complete","2012","384280.7",""
"Thailand","2010","Total","Female","5","Census - de jure - complete tabulation","Final figure, complete","2012","391044.6",""
"Thailand","2010","Total","Female","5 - 9","Census - de jure - complete tabulation","Final figure, complete","2012","1980712",""
"Thailand","2010","Total","Female","6","Census - de jure - complete tabulation","Final figure, complete","2012","385138.8",""
"Thailand","2010","Total","Female","7","Census - de jure - complete tabulation","Final figure, complete","2012","393923.2",""
"Thailand","2010","Total","Female","8","Census - de jure - complete tabulation","Final figure, complete","2012","401724.1",""
"Thailand","2010","Total","Female","9","Census - de jure - complete tabulation","Final figure, complete","2012","408881.8",""
"Thailand","2010","Total","Female","10","Census - de jure - complete tabulation","Final figure, complete","2012","439141.3",""
"Thailand","2010","Total","Female","10 - 14","Census - de jure - complete tabulation","Final figure, complete","2012","2369795",""
"Thailand","2010","Total","Female","11","Census - de jure - complete tabulation","Final figure, complete","2012","426025.4",""
"Thailand","2010","Total","Female","12","Census - de jure - complete tabulation","Final figure, complete","2012","485156.4",""
"Thailand","2010","Total","Female","13","Census - de jure - complete tabulation","Final figure, complete","2012","512328.9",""
"Thailand","2010","Total","Female","14","Census - de jure - complete tabulation","Final figure, complete","2012","507143.2",""
"Thailand","2010","Total","Female","15","Census - de jure - complete tabulation","Final figure, complete","2012","489278.9",""
"Thailand","2010","Total","Female","15 - 19","Census - de jure - complete tabulation","Final figure, complete","2012","2435784",""
"Thailand","2010","Total","Female","16","Census - de jure - complete tabulation","Final figure, complete","2012","466772",""
"Thailand","2010","Total","Female","17","Census - de jure - complete tabulation","Final figure, complete","2012","477636.4",""
"Thailand","2010","Total","Female","18","Census - de jure - complete tabulation","Final figure, complete","2012","517655.8",""
"Thailand","2010","Total","Female","19","Census - de jure - complete tabulation","Final figure, complete","2012","484441.2",""
"Thailand","2010","Total","Female","20","Census - de jure - complete tabulation","Final figure, complete","2012","526576.5",""
"Thailand","2010","Total","Female","20 - 24","Census - de jure - complete tabulation","Final figure, complete","2012","2330223",""
"Thailand","2010","Total","Female","21","Census - de jure - complete tabulation","Final figure, complete","2012","449160.4",""
