"Country or Area","Year","Area","Sex","Age","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Thailand","2010","Total","Female","94","Census - de jure - complete tabulation","Final figure, complete","2012","8498.9",""
"Thailand","2010","Total","Female","95","Census - de jure - complete tabulation","Final figure, complete","2012","5675",""
"Thailand","2010","Total","Female","95 - 99","Census - de jure - complete tabulation","Final figure, complete","2012","19868",""
"Thailand","2010","Total","Female","96","Census - de jure - complete tabulation","Final figure, complete","2012","5153.5",""
"Thailand","2010","Total","Female","97","Census - de jure - complete tabulation","Final figure, complete","2012","3753.3",""
"Thailand","2010","Total","Female","98","Census - de jure - complete tabulation","Final figure, complete","2012","3028.7",""
"Thailand","2010","Total","Female","99","Census - de jure - complete tabulation","Final figure, complete","2012","2257.5",""
"Thailand","2010","Total","Female","100 +","Census - de jure - complete tabulation","Final figure, complete","2012","2711",""
"Thailand","2010","Urban","Both Sexes","Total","Census - de jure - complete tabulation","Final figure, complete","2012","29133829",""
"Thailand","2010","Urban","Both Sexes","0","Census - de jure - complete tabulation","Final figure, complete","2012","277990.6",""
"Thailand","2010","Urban","Both Sexes","0 - 4","Census - de jure - complete tabulation","Final figure, complete","2012","1351735",""
"Thailand","2010","Urban","Both Sexes","1","Census - de jure - complete tabulation","Final figure, complete","2012","239417.3",""
"Thailand","2010","Urban","Both Sexes","2","Census - de jure - complete tabulation","Final figure, complete","2012","267889.2",""
"Thailand","2010","Urban","Both Sexes","3","Census - de jure - complete tabulation","Final figure, complete","2012","285605.9",""
"Thailand","2010","Urban","Both Sexes","4","Census - de jure - complete tabulation","Final figure, complete","2012","280832.1",""
"Thailand","2010","Urban","Both Sexes","5","Census - de jure - complete tabulation","Final figure, complete","2012","292012.7",""
"Thailand","2010","Urban","Both Sexes","5 - 9","Census - de jure - complete tabulation","Final figure, complete","2012","1476549",""
"Thailand","2010","Urban","Both Sexes","6","Census - de jure - complete tabulation","Final figure, complete","2012","285460.9",""
"Thailand","2010","Urban","Both Sexes","7","Census - de jure - complete tabulation","Final figure, complete","2012","295397.4",""
"Thailand","2010","Urban","Both Sexes","8","Census - de jure - complete tabulation","Final figure, complete","2012","296862.7",""
"Thailand","2010","Urban","Both Sexes","9","Census - de jure - complete tabulation","Final figure, complete","2012","306815.7",""
"Thailand","2010","Urban","Both Sexes","10","Census - de jure - complete tabulation","Final figure, complete","2012","338837.3",""
"Thailand","2010","Urban","Both Sexes","10 - 14","Census - de jure - complete tabulation","Final figure, complete","2012","1820041",""
"Thailand","2010","Urban","Both Sexes","11","Census - de jure - complete tabulation","Final figure, complete","2012","317196.2",""
"Thailand","2010","Urban","Both Sexes","12","Census - de jure - complete tabulation","Final figure, complete","2012","372818.9",""
"Thailand","2010","Urban","Both Sexes","13","Census - de jure - complete tabulation","Final figure, complete","2012","397298.3",""
"Thailand","2010","Urban","Both Sexes","14","Census - de jure - complete tabulation","Final figure, complete","2012","393890.3",""
"Thailand","2010","Urban","Both Sexes","15","Census - de jure - complete tabulation","Final figure, complete","2012","395600.7",""
"Thailand","2010","Urban","Both Sexes","15 - 19","Census - de jure - complete tabulation","Final figure, complete","2012","2182999",""
"Thailand","2010","Urban","Both Sexes","16","Census - de jure - complete tabulation","Final figure, complete","2012","379912.9",""
"Thailand","2010","Urban","Both Sexes","17","Census - de jure - complete tabulation","Final figure, complete","2012","407464",""
"Thailand","2010","Urban","Both Sexes","18","Census - de jure - complete tabulation","Final figure, complete","2012","497199.1",""
"Thailand","2010","Urban","Both Sexes","19","Census - de jure - complete tabulation","Final figure, complete","2012","502822.6",""
"Thailand","2010","Urban","Both Sexes","20","Census - de jure - complete tabulation","Final figure, complete","2012","558764.7",""
"Thailand","2010","Urban","Both Sexes","20 - 24","Census - de jure - complete tabulation","Final figure, complete","2012","2482054",""
"Thailand","2010","Urban","Both Sexes","21","Census - de jure - complete tabulation","Final figure, complete","2012","487519",""
"Thailand","2010","Urban","Both Sexes","22","Census - de jure - complete tabulation","Final figure, complete","2012","495237.3",""
"Thailand","2010","Urban","Both Sexes","23","Census - de jure - complete tabulation","Final figure, complete","2012","473156.7",""
"Thailand","2010","Urban","Both Sexes","24","Census - de jure - complete tabulation","Final figure, complete","2012","467376.1",""
"Thailand","2010","Urban","Both Sexes","25","Census - de jure - complete tabulation","Final figure, complete","2012","555719.1",""
"Thailand","2010","Urban","Both Sexes","25 - 29","Census - de jure - complete tabulation","Final figure, complete","2012","2698419",""
"Thailand","2010","Urban","Both Sexes","26","Census - de jure - complete tabulation","Final figure, complete","2012","495808.7",""
"Thailand","2010","Urban","Both Sexes","27","Census - de jure - complete tabulation","Final figure, complete","2012","535728.8",""
"Thailand","2010","Urban","Both Sexes","28","Census - de jure - complete tabulation","Final figure, complete","2012","571173.2",""
"Thailand","2010","Urban","Both Sexes","29","Census - de jure - complete tabulation","Final figure, complete","2012","539988.8",""
"Thailand","2010","Urban","Both Sexes","30","Census - de jure - complete tabulation","Final figure, complete","2012","689124.6",""
"Thailand","2010","Urban","Both Sexes","30 - 34","Census - de jure - complete tabulation","Final figure, complete","2012","2710890",""
"Thailand","2010","Urban","Both Sexes","31","Census - de jure - complete tabulation","Final figure, complete","2012","477860.2",""
"Thailand","2010","Urban","Both Sexes","32","Census - de jure - complete tabulation","Final figure, complete","2012","549512.5",""
"Thailand","2010","Urban","Both Sexes","33","Census - de jure - complete tabulation","Final figure, complete","2012","509978.4",""
"Thailand","2010","Urban","Both Sexes","34","Census - de jure - complete tabulation","Final figure, complete","2012","484413.9",""
"Thailand","2010","Urban","Both Sexes","35","Census - de jure - complete tabulation","Final figure, complete","2012","592842.3",""
"Thailand","2010","Urban","Both Sexes","35 - 39","Census - de jure - complete tabulation","Final figure, complete","2012","2633320",""
"Thailand","2010","Urban","Both Sexes","36","Census - de jure - complete tabulation","Final figure, complete","2012","508929.8",""
"Thailand","2010","Urban","Both Sexes","37","Census - de jure - complete tabulation","Final figure, complete","2012","481858.8",""
"Thailand","2010","Urban","Both Sexes","38","Census - de jure - complete tabulation","Final figure, complete","2012","531123.6",""
"Thailand","2010","Urban","Both Sexes","39","Census - de jure - complete tabulation","Final figure, complete","2012","518565.5",""
"Thailand","2010","Urban","Both Sexes","40","Census - de jure - complete tabulation","Final figure, complete","2012","632159.6",""
"Thailand","2010","Urban","Both Sexes","40 - 44","Census - de jure - complete tabulation","Final figure, complete","2012","2547538",""
"Thailand","2010","Urban","Both Sexes","41","Census - de jure - complete tabulation","Final figure, complete","2012","456548.1",""
"Thailand","2010","Urban","Both Sexes","42","Census - de jure - complete tabulation","Final figure, complete","2012","537715.6",""
"Thailand","2010","Urban","Both Sexes","43","Census - de jure - complete tabulation","Final figure, complete","2012","478944.9",""
"Thailand","2010","Urban","Both Sexes","44","Census - de jure - complete tabulation","Final figure, complete","2012","442169.9",""
"Thailand","2010","Urban","Both Sexes","45","Census - de jure - complete tabulation","Final figure, complete","2012","539604.3",""
"Thailand","2010","Urban","Both Sexes","45 - 49","Census - de jure - complete tabulation","Final figure, complete","2012","2316720",""
"Thailand","2010","Urban","Both Sexes","46","Census - de jure - complete tabulation","Final figure, complete","2012","445451.7",""
"Thailand","2010","Urban","Both Sexes","47","Census - de jure - complete tabulation","Final figure, complete","2012","434873.1",""
"Thailand","2010","Urban","Both Sexes","48","Census - de jure - complete tabulation","Final figure, complete","2012","471327.7",""
"Thailand","2010","Urban","Both Sexes","49","Census - de jure - complete tabulation","Final figure, complete","2012","425463.3",""
"Thailand","2010","Urban","Both Sexes","50","Census - de jure - complete tabulation","Final figure, complete","2012","504898.8",""
"Thailand","2010","Urban","Both Sexes","50 - 54","Census - de jure - complete tabulation","Final figure, complete","2012","2004622",""
"Thailand","2010","Urban","Both Sexes","51","Census - de jure - complete tabulation","Final figure, complete","2012","363081.7",""
"Thailand","2010","Urban","Both Sexes","52","Census - de jure - complete tabulation","Final figure, complete","2012","389123.5",""
"Thailand","2010","Urban","Both Sexes","53","Census - de jure - complete tabulation","Final figure, complete","2012","398962.9",""
"Thailand","2010","Urban","Both Sexes","54","Census - de jure - complete tabulation","Final figure, complete","2012","348554.9",""
"Thailand","2010","Urban","Both Sexes","55","Census - de jure - complete tabulation","Final figure, complete","2012","351971.6",""
"Thailand","2010","Urban","Both Sexes","55 - 59","Census - de jure - complete tabulation","Final figure, complete","2012","1496304",""
"Thailand","2010","Urban","Both Sexes","56","Census - de jure - complete tabulation","Final figure, complete","2012","304286",""
"Thailand","2010","Urban","Both Sexes","57","Census - de jure - complete tabulation","Final figure, complete","2012","285523.4",""
"Thailand","2010","Urban","Both Sexes","58","Census - de jure - complete tabulation","Final figure, complete","2012","294347.3",""
"Thailand","2010","Urban","Both Sexes","59","Census - de jure - complete tabulation","Final figure, complete","2012","260175.8",""
"Thailand","2010","Urban","Both Sexes","60","Census - de jure - complete tabulation","Final figure, complete","2012","318060.4",""
"Thailand","2010","Urban","Both Sexes","60 - 64","Census - de jure - complete tabulation","Final figure, complete","2012","1139851",""
"Thailand","2010","Urban","Both Sexes","61","Census - de jure - complete tabulation","Final figure, complete","2012","213747.6",""
"Thailand","2010","Urban","Both Sexes","62","Census - de jure - complete tabulation","Final figure, complete","2012","222209.4",""
"Thailand","2010","Urban","Both Sexes","63","Census - de jure - complete tabulation","Final figure, complete","2012","210853.7",""
"Thailand","2010","Urban","Both Sexes","64","Census - de jure - complete tabulation","Final figure, complete","2012","174979.7",""
"Thailand","2010","Urban","Both Sexes","65","Census - de jure - complete tabulation","Final figure, complete","2012","190234.6",""
"Thailand","2010","Urban","Both Sexes","65 - 69","Census - de jure - complete tabulation","Final figure, complete","2012","770128",""
"Thailand","2010","Urban","Both Sexes","66","Census - de jure - complete tabulation","Final figure, complete","2012","148168.6",""
"Thailand","2010","Urban","Both Sexes","67","Census - de jure - complete tabulation","Final figure, complete","2012","153105.7",""
"Thailand","2010","Urban","Both Sexes","68","Census - de jure - complete tabulation","Final figure, complete","2012","153008.9",""
"Thailand","2010","Urban","Both Sexes","69","Census - de jure - complete tabulation","Final figure, complete","2012","125610.3",""
"Thailand","2010","Urban","Both Sexes","70","Census - de jure - complete tabulation","Final figure, complete","2012","152778.2",""
"Thailand","2010","Urban","Both Sexes","70 - 74","Census - de jure - complete tabulation","Final figure, complete","2012","636403",""
"Thailand","2010","Urban","Both Sexes","71","Census - de jure - complete tabulation","Final figure, complete","2012","116890.9",""
"Thailand","2010","Urban","Both Sexes","72","Census - de jure - complete tabulation","Final figure, complete","2012","137551.9",""
"Thailand","2010","Urban","Both Sexes","73","Census - de jure - complete tabulation","Final figure, complete","2012","119468.5",""
"Thailand","2010","Urban","Both Sexes","74","Census - de jure - complete tabulation","Final figure, complete","2012","109713.8",""
"Thailand","2010","Urban","Both Sexes","75","Census - de jure - complete tabulation","Final figure, complete","2012","105439.8",""
"Thailand","2010","Urban","Both Sexes","75 - 79","Census - de jure - complete tabulation","Final figure, complete","2012","434911",""
"Thailand","2010","Urban","Both Sexes","76","Census - de jure - complete tabulation","Final figure, complete","2012","94047.1",""
"Thailand","2010","Urban","Both Sexes","77","Census - de jure - complete tabulation","Final figure, complete","2012","81922.8",""
"Thailand","2010","Urban","Both Sexes","78","Census - de jure - complete tabulation","Final figure, complete","2012","94581.9",""
"Thailand","2010","Urban","Both Sexes","79","Census - de jure - complete tabulation","Final figure, complete","2012","58919.3",""
"Thailand","2010","Urban","Both Sexes","80","Census - de jure - complete tabulation","Final figure, complete","2012","72674.9",""
"Thailand","2010","Urban","Both Sexes","80 - 84","Census - de jure - complete tabulation","Final figure, complete","2012","265183",""
"Thailand","2010","Urban","Both Sexes","81","Census - de jure - complete tabulation","Final figure, complete","2012","48008.9",""
"Thailand","2010","Urban","Both Sexes","82","Census - de jure - complete tabulation","Final figure, complete","2012","54367.3",""
"Thailand","2010","Urban","Both Sexes","83","Census - de jure - complete tabulation","Final figure, complete","2012","47028.8",""
"Thailand","2010","Urban","Both Sexes","84","Census - de jure - complete tabulation","Final figure, complete","2012","43103.4",""
"Thailand","2010","Urban","Both Sexes","85","Census - de jure - complete tabulation","Final figure, complete","2012","31165",""
"Thailand","2010","Urban","Both Sexes","85 - 89","Census - de jure - complete tabulation","Final figure, complete","2012","110954",""
"Thailand","2010","Urban","Both Sexes","86","Census - de jure - complete tabulation","Final figure, complete","2012","25350.8",""
"Thailand","2010","Urban","Both Sexes","87","Census - de jure - complete tabulation","Final figure, complete","2012","23926.1",""
"Thailand","2010","Urban","Both Sexes","88","Census - de jure - complete tabulation","Final figure, complete","2012","16995.1",""
"Thailand","2010","Urban","Both Sexes","89","Census - de jure - complete tabulation","Final figure, complete","2012","13517.1",""
"Thailand","2010","Urban","Both Sexes","90","Census - de jure - complete tabulation","Final figure, complete","2012","13424.7",""
"Thailand","2010","Urban","Both Sexes","90 - 94","Census - de jure - complete tabulation","Final figure, complete","2012","40780",""
"Thailand","2010","Urban","Both Sexes","91","Census - de jure - complete tabulation","Final figure, complete","2012","7427.6",""
"Thailand","2010","Urban","Both Sexes","92","Census - de jure - complete tabulation","Final figure, complete","2012","7786.9",""
"Thailand","2010","Urban","Both Sexes","93","Census - de jure - complete tabulation","Final figure, complete","2012","7103.1",""
"Thailand","2010","Urban","Both Sexes","94","Census - de jure - complete tabulation","Final figure, complete","2012","5037.9",""
"Thailand","2010","Urban","Both Sexes","95","Census - de jure - complete tabulation","Final figure, complete","2012","3687.7",""
"Thailand","2010","Urban","Both Sexes","95 - 99","Census - de jure - complete tabulation","Final figure, complete","2012","12789",""
"Thailand","2010","Urban","Both Sexes","96","Census - de jure - complete tabulation","Final figure, complete","2012","3057.6",""
"Thailand","2010","Urban","Both Sexes","97","Census - de jure - complete tabulation","Final figure, complete","2012","2323.8",""
"Thailand","2010","Urban","Both Sexes","98","Census - de jure - complete tabulation","Final figure, complete","2012","2060.1",""
"Thailand","2010","Urban","Both Sexes","99","Census - de jure - complete tabulation","Final figure, complete","2012","1659.8",""
"Thailand","2010","Urban","Both Sexes","100 +","Census - de jure - complete tabulation","Final figure, complete","2012","1638",""
"Thailand","2010","Urban","Male","Total","Census - de jure - complete tabulation","Final figure, complete","2012","14120842",""
"Thailand","2010","Urban","Male","0","Census - de jure - complete tabulation","Final figure, complete","2012","140538.6",""
"Thailand","2010","Urban","Male","0 - 4","Census - de jure - complete tabulation","Final figure, complete","2012","685185",""
"Thailand","2010","Urban","Male","1","Census - de jure - complete tabulation","Final figure, complete","2012","121429.3",""
"Thailand","2010","Urban","Male","2","Census - de jure - complete tabulation","Final figure, complete","2012","136036.5",""
"Thailand","2010","Urban","Male","3","Census - de jure - complete tabulation","Final figure, complete","2012","145295.8",""
"Thailand","2010","Urban","Male","4","Census - de jure - complete tabulation","Final figure, complete","2012","141884.5",""
"Thailand","2010","Urban","Male","5","Census - de jure - complete tabulation","Final figure, complete","2012","150852.7",""
"Thailand","2010","Urban","Male","5 - 9","Census - de jure - complete tabulation","Final figure, complete","2012","753771",""
"Thailand","2010","Urban","Male","6","Census - de jure - complete tabulation","Final figure, complete","2012","146958.9",""
"Thailand","2010","Urban","Male","7","Census - de jure - complete tabulation","Final figure, complete","2012","149896.5",""
"Thailand","2010","Urban","Male","8","Census - de jure - complete tabulation","Final figure, complete","2012","148800.9",""
"Thailand","2010","Urban","Male","9","Census - de jure - complete tabulation","Final figure, complete","2012","157261.8",""
"Thailand","2010","Urban","Male","10","Census - de jure - complete tabulation","Final figure, complete","2012","173250.4",""
"Thailand","2010","Urban","Male","10 - 14","Census - de jure - complete tabulation","Final figure, complete","2012","929546",""
"Thailand","2010","Urban","Male","11","Census - de jure - complete tabulation","Final figure, complete","2012","163808.7",""
"Thailand","2010","Urban","Male","12","Census - de jure - complete tabulation","Final figure, complete","2012","189813.9",""
"Thailand","2010","Urban","Male","13","Census - de jure - complete tabulation","Final figure, complete","2012","202561.5",""
"Thailand","2010","Urban","Male","14","Census - de jure - complete tabulation","Final figure, complete","2012","200111.5",""
"Thailand","2010","Urban","Male","15","Census - de jure - complete tabulation","Final figure, complete","2012","201862.2",""
"Thailand","2010","Urban","Male","15 - 19","Census - de jure - complete tabulation","Final figure, complete","2012","1075516",""
"Thailand","2010","Urban","Male","16","Census - de jure - complete tabulation","Final figure, complete","2012","189814.6",""
"Thailand","2010","Urban","Male","17","Census - de jure - complete tabulation","Final figure, complete","2012","204719.3",""
"Thailand","2010","Urban","Male","18","Census - de jure - complete tabulation","Final figure, complete","2012","241493",""
"Thailand","2010","Urban","Male","19","Census - de jure - complete tabulation","Final figure, complete","2012","237626.3",""
"Thailand","2010","Urban","Male","20","Census - de jure - complete tabulation","Final figure, complete","2012","262165.7",""
"Thailand","2010","Urban","Male","20 - 24","Census - de jure - complete tabulation","Final figure, complete","2012","1207524",""
"Thailand","2010","Urban","Male","21","Census - de jure - complete tabulation","Final figure, complete","2012","241609.8",""
"Thailand","2010","Urban","Male","22","Census - de jure - complete tabulation","Final figure, complete","2012","245405.9",""
"Thailand","2010","Urban","Male","23","Census - de jure - complete tabulation","Final figure, complete","2012","234690.3",""
"Thailand","2010","Urban","Male","24","Census - de jure - complete tabulation","Final figure, complete","2012","223652.5",""
"Thailand","2010","Urban","Male","25","Census - de jure - complete tabulation","Final figure, complete","2012","268577.3",""
"Thailand","2010","Urban","Male","25 - 29","Census - de jure - complete tabulation","Final figure, complete","2012","1314421",""
"Thailand","2010","Urban","Male","26","Census - de jure - complete tabulation","Final figure, complete","2012","239068.8",""
"Thailand","2010","Urban","Male","27","Census - de jure - complete tabulation","Final figure, complete","2012","261187.7",""
"Thailand","2010","Urban","Male","28","Census - de jure - complete tabulation","Final figure, complete","2012","276975.5",""
"Thailand","2010","Urban","Male","29","Census - de jure - complete tabulation","Final figure, complete","2012","268612",""
"Thailand","2010","Urban","Male","30","Census - de jure - complete tabulation","Final figure, complete","2012","341691.1",""
"Thailand","2010","Urban","Male","30 - 34","Census - de jure - complete tabulation","Final figure, complete","2012","1334630",""
"Thailand","2010","Urban","Male","31","Census - de jure - complete tabulation","Final figure, complete","2012","235098.3",""
"Thailand","2010","Urban","Male","32","Census - de jure - complete tabulation","Final figure, complete","2012","271549.3",""
"Thailand","2010","Urban","Male","33","Census - de jure - complete tabulation","Final figure, complete","2012","249718.5",""
"Thailand","2010","Urban","Male","34","Census - de jure - complete tabulation","Final figure, complete","2012","236572.3",""
"Thailand","2010","Urban","Male","35","Census - de jure - complete tabulation","Final figure, complete","2012","294837.1",""
"Thailand","2010","Urban","Male","35 - 39","Census - de jure - complete tabulation","Final figure, complete","2012","1296227",""
"Thailand","2010","Urban","Male","36","Census - de jure - complete tabulation","Final figure, complete","2012","252880.2",""
"Thailand","2010","Urban","Male","37","Census - de jure - complete tabulation","Final figure, complete","2012","234697.9",""
"Thailand","2010","Urban","Male","38","Census - de jure - complete tabulation","Final figure, complete","2012","258877.3",""
"Thailand","2010","Urban","Male","39","Census - de jure - complete tabulation","Final figure, complete","2012","254934.9",""
"Thailand","2010","Urban","Male","40","Census - de jure - complete tabulation","Final figure, complete","2012","308100",""
"Thailand","2010","Urban","Male","40 - 44","Census - de jure - complete tabulation","Final figure, complete","2012","1233463",""
"Thailand","2010","Urban","Male","41","Census - de jure - complete tabulation","Final figure, complete","2012","220076.7",""
"Thailand","2010","Urban","Male","42","Census - de jure - complete tabulation","Final figure, complete","2012","262995.3",""
"Thailand","2010","Urban","Male","43","Census - de jure - complete tabulation","Final figure, complete","2012","230081.8",""
"Thailand","2010","Urban","Male","44","Census - de jure - complete tabulation","Final figure, complete","2012","212209.4",""
"Thailand","2010","Urban","Male","45","Census - de jure - complete tabulation","Final figure, complete","2012","261242.8",""
"Thailand","2010","Urban","Male","45 - 49","Census - de jure - complete tabulation","Final figure, complete","2012","1113075",""
"Thailand","2010","Urban","Male","46","Census - de jure - complete tabulation","Final figure, complete","2012","212229.9",""
"Thailand","2010","Urban","Male","47","Census - de jure - complete tabulation","Final figure, complete","2012","208482.4",""
"Thailand","2010","Urban","Male","48","Census - de jure - complete tabulation","Final figure, complete","2012","222945.4",""
"Thailand","2010","Urban","Male","49","Census - de jure - complete tabulation","Final figure, complete","2012","208175",""
"Thailand","2010","Urban","Male","50","Census - de jure - complete tabulation","Final figure, complete","2012","245347.8",""
"Thailand","2010","Urban","Male","50 - 54","Census - de jure - complete tabulation","Final figure, complete","2012","955925",""
"Thailand","2010","Urban","Male","51","Census - de jure - complete tabulation","Final figure, complete","2012","172904.1",""
"Thailand","2010","Urban","Male","52","Census - de jure - complete tabulation","Final figure, complete","2012","186703.1",""
"Thailand","2010","Urban","Male","53","Census - de jure - complete tabulation","Final figure, complete","2012","187977.5",""
"Thailand","2010","Urban","Male","54","Census - de jure - complete tabulation","Final figure, complete","2012","162992.2",""
"Thailand","2010","Urban","Male","55","Census - de jure - complete tabulation","Final figure, complete","2012","166027.4",""
"Thailand","2010","Urban","Male","55 - 59","Census - de jure - complete tabulation","Final figure, complete","2012","701337",""
"Thailand","2010","Urban","Male","56","Census - de jure - complete tabulation","Final figure, complete","2012","142974.9",""
"Thailand","2010","Urban","Male","57","Census - de jure - complete tabulation","Final figure, complete","2012","133828.9",""
"Thailand","2010","Urban","Male","58","Census - de jure - complete tabulation","Final figure, complete","2012","136567",""
"Thailand","2010","Urban","Male","59","Census - de jure - complete tabulation","Final figure, complete","2012","121938.3",""
"Thailand","2010","Urban","Male","60","Census - de jure - complete tabulation","Final figure, complete","2012","151091.7",""
"Thailand","2010","Urban","Male","60 - 64","Census - de jure - complete tabulation","Final figure, complete","2012","533417",""
"Thailand","2010","Urban","Male","61","Census - de jure - complete tabulation","Final figure, complete","2012","99054.4",""
"Thailand","2010","Urban","Male","62","Census - de jure - complete tabulation","Final figure, complete","2012","104095.7",""
"Thailand","2010","Urban","Male","63","Census - de jure - complete tabulation","Final figure, complete","2012","97677.5",""
"Thailand","2010","Urban","Male","64","Census - de jure - complete tabulation","Final figure, complete","2012","81497.8",""
"Thailand","2010","Urban","Male","65","Census - de jure - complete tabulation","Final figure, complete","2012","88141.3",""
"Thailand","2010","Urban","Male","65 - 69","Census - de jure - complete tabulation","Final figure, complete","2012","355128",""
"Thailand","2010","Urban","Male","66","Census - de jure - complete tabulation","Final figure, complete","2012","68934.4",""
"Thailand","2010","Urban","Male","67","Census - de jure - complete tabulation","Final figure, complete","2012","71513.9",""
"Thailand","2010","Urban","Male","68","Census - de jure - complete tabulation","Final figure, complete","2012","69337.3",""
"Thailand","2010","Urban","Male","69","Census - de jure - complete tabulation","Final figure, complete","2012","57201.2",""
"Thailand","2010","Urban","Male","70","Census - de jure - complete tabulation","Final figure, complete","2012","68031.7",""
"Thailand","2010","Urban","Male","70 - 74","Census - de jure - complete tabulation","Final figure, complete","2012","282117",""
"Thailand","2010","Urban","Male","71","Census - de jure - complete tabulation","Final figure, complete","2012","52256.8",""
"Thailand","2010","Urban","Male","72","Census - de jure - complete tabulation","Final figure, complete","2012","61611.9",""
"Thailand","2010","Urban","Male","73","Census - de jure - complete tabulation","Final figure, complete","2012","52057.2",""
"Thailand","2010","Urban","Male","74","Census - de jure - complete tabulation","Final figure, complete","2012","48159.7",""
"Thailand","2010","Urban","Male","75","Census - de jure - complete tabulation","Final figure, complete","2012","44901.3",""
"Thailand","2010","Urban","Male","75 - 79","Census - de jure - complete tabulation","Final figure, complete","2012","182363",""
"Thailand","2010","Urban","Male","76","Census - de jure - complete tabulation","Final figure, complete","2012","39874.9",""
"Thailand","2010","Urban","Male","77","Census - de jure - complete tabulation","Final figure, complete","2012","33981.1",""
"Thailand","2010","Urban","Male","78","Census - de jure - complete tabulation","Final figure, complete","2012","39153.3",""
"Thailand","2010","Urban","Male","79","Census - de jure - complete tabulation","Final figure, complete","2012","24452.2",""
"Thailand","2010","Urban","Male","80","Census - de jure - complete tabulation","Final figure, complete","2012","29413.7",""
"Thailand","2010","Urban","Male","80 - 84","Census - de jure - complete tabulation","Final figure, complete","2012","106423",""
"Thailand","2010","Urban","Male","81","Census - de jure - complete tabulation","Final figure, complete","2012","19804.6",""
"Thailand","2010","Urban","Male","82","Census - de jure - complete tabulation","Final figure, complete","2012","22052.9",""
"Thailand","2010","Urban","Male","83","Census - de jure - complete tabulation","Final figure, complete","2012","18514.5",""
"Thailand","2010","Urban","Male","84","Census - de jure - complete tabulation","Final figure, complete","2012","16637.9",""
"Thailand","2010","Urban","Male","85","Census - de jure - complete tabulation","Final figure, complete","2012","12103.4",""
"Thailand","2010","Urban","Male","85 - 89","Census - de jure - complete tabulation","Final figure, complete","2012","41660",""
"Thailand","2010","Urban","Male","86","Census - de jure - complete tabulation","Final figure, complete","2012","9861.8",""
"Thailand","2010","Urban","Male","87","Census - de jure - complete tabulation","Final figure, complete","2012","8819.4",""
"Thailand","2010","Urban","Male","88","Census - de jure - complete tabulation","Final figure, complete","2012","6021.8",""
"Thailand","2010","Urban","Male","89","Census - de jure - complete tabulation","Final figure, complete","2012","4853.4",""
"Thailand","2010","Urban","Male","90","Census - de jure - complete tabulation","Final figure, complete","2012","4902.7",""
"Thailand","2010","Urban","Male","90 - 94","Census - de jure - complete tabulation","Final figure, complete","2012","14088",""
"Thailand","2010","Urban","Male","91","Census - de jure - complete tabulation","Final figure, complete","2012","2526.6",""
"Thailand","2010","Urban","Male","92","Census - de jure - complete tabulation","Final figure, complete","2012","2718.6",""
"Thailand","2010","Urban","Male","93","Census - de jure - complete tabulation","Final figure, complete","2012","2312.7",""
"Thailand","2010","Urban","Male","94","Census - de jure - complete tabulation","Final figure, complete","2012","1627.2",""
"Thailand","2010","Urban","Male","95","Census - de jure - complete tabulation","Final figure, complete","2012","1280.6",""
"Thailand","2010","Urban","Male","95 - 99","Census - de jure - complete tabulation","Final figure, complete","2012","4457",""
"Thailand","2010","Urban","Male","96","Census - de jure - complete tabulation","Final figure, complete","2012","987.5",""
"Thailand","2010","Urban","Male","97","Census - de jure - complete tabulation","Final figure, complete","2012","729.5",""
"Thailand","2010","Urban","Male","98","Census - de jure - complete tabulation","Final figure, complete","2012","743.3",""
"Thailand","2010","Urban","Male","99","Census - de jure - complete tabulation","Final figure, complete","2012","716.1",""
"Thailand","2010","Urban","Male","100 +","Census - de jure - complete tabulation","Final figure, complete","2012","569",""
"Thailand","2010","Urban","Female","Total","Census - de jure - complete tabulation","Final figure, complete","2012","15012987",""
"Thailand","2010","Urban","Female","0","Census - de jure - complete tabulation","Final figure, complete","2012","137452",""
"Thailand","2010","Urban","Female","0 - 4","Census - de jure - complete tabulation","Final figure, complete","2012","666550",""
"Thailand","2010","Urban","Female","1","Census - de jure - complete tabulation","Final figure, complete","2012","117988",""
"Thailand","2010","Urban","Female","2","Census - de jure - complete tabulation","Final figure, complete","2012","131852.7",""
"Thailand","2010","Urban","Female","3","Census - de jure - complete tabulation","Final figure, complete","2012","140310.1",""
"Thailand","2010","Urban","Female","4","Census - de jure - complete tabulation","Final figure, complete","2012","138947.6",""
"Thailand","2010","Urban","Female","5","Census - de jure - complete tabulation","Final figure, complete","2012","141159.9",""
"Thailand","2010","Urban","Female","5 - 9","Census - de jure - complete tabulation","Final figure, complete","2012","722779",""
"Thailand","2010","Urban","Female","6","Census - de jure - complete tabulation","Final figure, complete","2012","138502",""
"Thailand","2010","Urban","Female","7","Census - de jure - complete tabulation","Final figure, complete","2012","145500.9",""
"Thailand","2010","Urban","Female","8","Census - de jure - complete tabulation","Final figure, complete","2012","148061.9",""
"Thailand","2010","Urban","Female","9","Census - de jure - complete tabulation","Final figure, complete","2012","149553.9",""
"Thailand","2010","Urban","Female","10","Census - de jure - complete tabulation","Final figure, complete","2012","165586.9",""
"Thailand","2010","Urban","Female","10 - 14","Census - de jure - complete tabulation","Final figure, complete","2012","890495",""
